full_address,n,newest_created,oldest_created,newest_close,row_n,cum_houses,cumsum_wo,cumpct_wo
1625 N DURHAM ST,3,2017-12-15T14:02:00Z,2016-03-01T15:21:00Z,2017-12-19T00:00:00Z,2525,0.1954788263528683,13203,0.45186351346726444
1627 E LANVALE ST,3,2018-02-12T13:30:00Z,2016-01-14T12:18:00Z,2018-02-13T00:00:00Z,2526,0.19555624370983973,13206,0.451966186385571
1628 E LANVALE ST,3,2018-06-05T11:15:00Z,2018-02-12T13:15:00Z,2018-06-06T00:00:00Z,2527,0.19563366106681118,13209,0.45206885930387763
1629  MORELAND AVE,3,2019-06-14T14:35:00Z,2016-12-13T16:10:00Z,2019-06-21T00:00:00Z,2528,0.1957110784237826,13212,0.4521715322221842
1630  APPLETON ST,3,2018-11-23T09:52:00Z,2017-08-15T22:00:00Z,2018-11-26T00:00:00Z,2529,0.19578849578075405,13215,0.45227420514049077
1632  APPLETON ST,3,2018-11-23T09:54:00Z,2016-12-06T09:42:00Z,2018-11-26T00:00:00Z,2530,0.19586591313772547,13218,0.45237687805879734
1634 N MILTON AVE,3,2019-05-29T14:18:00Z,2017-02-07T15:27:00Z,2019-06-12T00:00:00Z,2531,0.19594333049469692,13221,0.45247955097710396
1635  MCKEAN AVE,3,2019-04-12T10:31:00Z,2017-11-02T17:13:00Z,2019-04-16T00:00:00Z,2532,0.19602074785166834,13224,0.45258222389541053
1635 N ROSEDALE ST,3,2018-01-02T16:11:00Z,2016-02-22T09:52:00Z,2018-01-31T00:00:00Z,2533,0.1960981652086398,13227,0.4526848968137171
1639 N BROADWAY NA,3,2018-07-16T14:39:00Z,2016-06-09T22:00:00Z,2018-07-17T00:00:00Z,2534,0.1961755825656112,13230,0.45278756973202366
1641  ABBOTSTON ST,3,2018-11-08T08:28:00Z,2016-01-06T16:55:00Z,2018-11-13T00:00:00Z,2535,0.19625299992258263,13233,0.4528902426503303
1642 W NORTH AVE,3,2019-03-14T13:05:00Z,2016-12-09T15:59:00Z,2019-03-15T00:00:00Z,2536,0.19633041727955408,13236,0.45299291556863686
1643 N FULTON AVE,3,2019-04-09T13:24:00Z,2018-04-04T12:33:00Z,2019-04-10T00:00:00Z,2537,0.1964078346365255,13239,0.4530955884869434
1647  NORMAL AVE,3,2019-06-05T14:41:00Z,2018-01-30T22:00:00Z,2019-06-20T00:00:00Z,2538,0.19648525199349695,13242,0.45319826140525
1649  GORSUCH AVE,3,2018-07-27T13:36:00Z,2017-03-23T14:43:00Z,2018-07-30T00:00:00Z,2539,0.19656266935046837,13245,0.4533009343235566
1654 N BENTALOU ST,3,2017-09-28T15:25:00Z,2016-04-27T08:41:00Z,2017-09-28T00:00:00Z,2540,0.19664008670743982,13248,0.4534036072418632
1657 E COLD SPRING LANE,3,2019-03-25T13:26:00Z,2018-02-10T22:00:00Z,2019-03-28T00:00:00Z,2541,0.19671750406441124,13251,0.45350628016016975
1665 N MILTON AVE,3,2017-12-05T16:01:00Z,2017-09-12T16:25:00Z,2017-12-06T00:00:00Z,2542,0.19679492142138266,13254,0.4536089530784763
17 S HILTON ST,3,2019-05-16T22:00:00Z,2017-01-06T17:38:00Z,2019-06-05T00:00:00Z,2543,0.1968723387783541,13257,0.45371162599678294
1700 N BROADWAY NA,3,2019-06-21T15:40:00Z,2019-01-31T22:00:00Z,2019-07-09T00:00:00Z,2544,0.19694975613532553,13260,0.4538142989150895
1701  HOLLINS ST,3,2016-12-21T13:31:00Z,2016-10-19T22:00:00Z,2017-01-03T00:00:00Z,2545,0.19702717349229698,13263,0.4539169718333961
1701 W FAYETTE ST,3,2019-04-03T08:53:00Z,2017-09-22T15:40:00Z,2019-04-13T00:00:00Z,2546,0.1971045908492684,13266,0.45401964475170264
1701 W LEXINGTON ST,3,2018-04-04T08:49:00Z,2017-09-18T08:57:00Z,2018-04-11T00:00:00Z,2547,0.19718200820623985,13269,0.45412231767000927
1702  LEMMON ST,3,2019-05-24T11:56:00Z,2018-06-19T14:56:00Z,2019-06-08T00:00:00Z,2548,0.19725942556321127,13272,0.45422499058831584
1702  WILKENS AVE,3,2019-07-09T08:40:00Z,2017-02-28T09:53:00Z,2019-07-13T00:00:00Z,2549,0.1973368429201827,13275,0.4543276635066224
1702 N MONTFORD AVE,3,2018-06-15T15:08:00Z,2017-02-09T17:20:00Z,2018-06-18T00:00:00Z,2550,0.19741426027715414,13278,0.45443033642492897
1703 N DURHAM ST,3,2019-01-09T15:34:00Z,2016-03-15T15:07:00Z,2019-01-10T00:00:00Z,2551,0.19749167763412556,13281,0.45453300934323554
1704  ABBOTSTON ST,3,2019-01-30T12:56:00Z,2016-01-14T15:02:00Z,2019-02-04T00:00:00Z,2552,0.197569094991097,13284,0.45463568226154216
1704  LAURENS ST,3,2018-11-01T12:42:00Z,2017-01-20T13:12:00Z,2018-11-14T00:00:00Z,2553,0.19764651234806843,13287,0.45473835517984873
1704 N BROADWAY NA,3,2019-01-18T11:30:00Z,2017-07-12T13:33:00Z,2019-01-23T00:00:00Z,2554,0.19772392970503988,13290,0.4548410280981553
1705  MOSHER ST,3,2018-05-24T12:00:00Z,2016-11-04T14:50:00Z,2018-06-04T00:00:00Z,2555,0.1978013470620113,13293,0.45494370101646187
1705 N BRUCE ST,3,2019-02-06T12:52:00Z,2018-08-27T12:35:00Z,2019-02-07T00:00:00Z,2556,0.19787876441898272,13296,0.4550463739347685
1706  WESTWOOD AVE,3,2017-04-27T15:21:00Z,2016-10-24T15:12:00Z,2017-04-28T00:00:00Z,2557,0.19795618177595417,13299,0.45514904685307506
1706 N BRADFORD ST,3,2016-12-27T14:06:00Z,2016-03-08T19:42:00Z,2017-01-07T00:00:00Z,2558,0.1980335991329256,13302,0.4552517197713816
1707  MOSHER ST,3,2019-04-18T16:21:00Z,2016-03-14T10:02:00Z,2019-04-22T00:00:00Z,2559,0.19811101648989704,13305,0.4553543926896882
1708  MCKEAN AVE,3,2018-09-19T14:56:00Z,2017-06-15T14:55:00Z,2018-09-20T00:00:00Z,2560,0.19818843384686846,13308,0.4554570656079948
1708 N BRADFORD ST,3,2017-01-25T15:30:00Z,2016-03-08T19:48:00Z,2017-02-03T00:00:00Z,2561,0.1982658512038399,13311,0.4555597385263014
1708 N DALLAS ST,3,2019-07-01T09:13:00Z,2016-09-14T22:00:00Z,2019-07-11T00:00:00Z,2562,0.19834326856081133,13314,0.45566241144460795
1709 N COLLINGTON AVE,3,2018-11-27T13:51:00Z,2017-12-05T14:07:00Z,2018-11-29T00:00:00Z,2563,0.19842068591778278,13317,0.4557650843629145
1711  WILKENS AVE,3,2019-01-07T09:44:00Z,2018-03-29T22:00:00Z,2019-02-05T00:00:00Z,2564,0.1984981032747542,13320,0.45586775728122114
1711 N BRADFORD ST,3,2019-04-01T14:27:00Z,2017-01-25T14:36:00Z,2019-04-02T00:00:00Z,2565,0.19857552063172562,13323,0.4559704301995277
1711 N MOUNT ST,3,2019-01-10T12:07:00Z,2017-05-26T13:04:00Z,2019-01-11T00:00:00Z,2566,0.19865293798869707,13326,0.4560731031178343
1712  PRESSTMAN ST,3,2019-01-08T12:52:00Z,2017-07-31T15:26:00Z,2019-02-04T00:00:00Z,2567,0.1987303553456685,13329,0.45617577603614085
1712  WILKENS AVE,3,2019-01-04T15:47:00Z,2016-07-25T13:57:00Z,2019-01-30T00:00:00Z,2568,0.19880777270263994,13332,0.45627844895444747
1712 N BRADFORD ST,3,2019-05-24T13:00:00Z,2016-03-08T20:19:00Z,2019-06-04T00:00:00Z,2569,0.19888519005961136,13335,0.45638112187275404
1712 N FULTON AVE,3,2019-02-01T07:39:00Z,2018-02-02T14:58:00Z,2019-02-04T00:00:00Z,2570,0.1989626074165828,13338,0.4564837947910606
1712 W PRATT ST,3,2019-06-27T09:32:00Z,2016-02-25T22:00:00Z,2019-07-10T00:00:00Z,2571,0.19904002477355423,13341,0.45658646770936717
1713 N MONTFORD AVE,3,2019-03-06T14:39:00Z,2016-03-10T15:13:00Z,2019-03-07T00:00:00Z,2572,0.19911744213052565,13344,0.4566891406276738
1714  RAMSAY ST,3,2019-05-07T09:38:00Z,2018-04-09T15:28:00Z,2019-05-30T00:00:00Z,2573,0.1991948594874971,13347,0.45679181354598036
1714 W PRATT ST,3,2019-04-29T09:57:00Z,2016-01-13T22:00:00Z,2019-05-14T00:00:00Z,2574,0.19927227684446852,13350,0.45689448646428693
1715  SPENCE ST,3,2017-10-12T22:00:00Z,2016-01-19T13:49:00Z,2017-10-18T00:00:00Z,2575,0.19934969420143997,13353,0.4569971593825935
1716 E OLIVER ST,3,2018-11-01T18:03:00Z,2018-04-26T13:46:00Z,2018-11-05T00:00:00Z,2576,0.1994271115584114,13356,0.4570998323009001
1717 N BETHEL ST,3,2018-07-06T10:04:00Z,2016-11-01T16:00:00Z,2018-07-10T00:00:00Z,2577,0.19950452891538284,13359,0.4572025052192067
1718  COLE ST,3,2019-07-03T15:45:00Z,2018-08-23T15:18:00Z,2019-07-13T00:00:00Z,2578,0.19958194627235426,13362,0.45730517813751326
1719 N BRADFORD ST,3,2019-04-01T14:36:00Z,2017-10-24T10:37:00Z,2019-04-02T00:00:00Z,2579,0.19965936362932568,13365,0.4574078510558198
1720 N CALHOUN ST,3,2019-01-07T13:23:00Z,2017-08-12T22:00:00Z,2019-01-08T00:00:00Z,2580,0.19973678098629713,13368,0.45751052397412645
1721  LINDEN AVE,3,2016-10-19T15:16:00Z,2016-08-08T14:36:00Z,2016-10-24T00:00:00Z,2581,0.19981419834326855,13371,0.457613196892433
1722  RUTLAND AVE,3,2018-07-11T15:50:00Z,2017-04-26T12:27:00Z,2018-07-13T00:00:00Z,2582,0.19989161570024,13374,0.4577158698107396
1722 N LONGWOOD ST,3,2017-05-17T16:35:00Z,2016-02-22T09:52:00Z,2017-05-18T00:00:00Z,2583,0.19996903305721142,13377,0.45781854272904615
1723  GWYNNS FALLS PKWY,3,2017-05-26T15:00:00Z,2016-05-26T08:50:00Z,2017-06-01T00:00:00Z,2584,0.20004645041418287,13380,0.4579212156473528
1723 N MONTFORD AVE,3,2017-07-05T10:10:00Z,2016-11-04T08:41:00Z,2017-07-07T00:00:00Z,2585,0.2001238677711543,13383,0.45802388856565934
1724 N BRADFORD ST,3,2019-02-13T12:53:00Z,2017-11-01T22:00:00Z,2019-02-15T00:00:00Z,2586,0.20020128512812574,13386,0.4581265614839659
1724 N PORT ST,3,2019-07-03T14:48:00Z,2016-07-05T14:26:00Z,NA,2587,0.20027870248509716,13389,0.4582292344022725
1725 N CAREY ST,3,2019-05-01T15:03:00Z,2018-09-10T11:45:00Z,2019-05-22T00:00:00Z,2588,0.20035611984206858,13392,0.4583319073205791
1726 N CAREY ST,3,2019-06-20T10:35:00Z,2016-02-04T15:49:00Z,2019-06-19T00:00:00Z,2589,0.20043353719904003,13395,0.45843458023888567
1728  MCKEAN AVE,3,2018-04-05T11:29:00Z,2016-12-07T12:51:00Z,2018-04-06T00:00:00Z,2590,0.20051095455601145,13398,0.45853725315719224
1730 N BRADFORD ST,3,2017-06-20T08:24:00Z,2016-03-09T09:22:00Z,2017-06-21T00:00:00Z,2591,0.2005883719129829,13401,0.4586399260754988
1730 N MILTON AVE,3,2019-05-28T15:27:00Z,2017-11-22T14:24:00Z,2019-06-07T00:00:00Z,2592,0.20066578926995432,13404,0.45874259899380543
1730 W FAYETTE ST,3,2018-11-30T15:08:00Z,2017-03-10T10:59:00Z,2018-12-05T00:00:00Z,2593,0.20074320662692577,13407,0.458845271912112
1731 N WASHINGTON ST,3,2018-05-15T11:51:00Z,2016-12-26T22:00:00Z,2018-05-16T00:00:00Z,2594,0.2008206239838972,13410,0.45894794483041856
1731 W NORTH AVE,3,2017-08-22T12:41:00Z,2016-08-02T11:07:00Z,2017-08-25T00:00:00Z,2595,0.2008980413408686,13413,0.45905061774872513
1732 N CALHOUN ST,3,2019-06-19T14:17:00Z,2016-01-26T11:17:00Z,2019-06-26T00:00:00Z,2596,0.20097545869784006,13416,0.4591532906670317
1732 W NORTH AVE,3,2018-10-10T10:44:00Z,2016-12-09T15:07:00Z,2018-10-11T00:00:00Z,2597,0.20105287605481148,13419,0.4592559635853383
1734  APPLETON ST,3,2018-06-20T15:18:00Z,2016-06-17T17:04:00Z,2018-06-21T00:00:00Z,2598,0.20113029341178293,13422,0.4593586365036449
1736 N CAREY ST,3,2018-08-16T17:35:00Z,2017-07-07T16:33:00Z,2018-08-17T00:00:00Z,2599,0.20120771076875435,13425,0.45946130942195146
1737 E 30TH ST,3,2019-03-28T22:00:00Z,2018-10-05T22:00:00Z,2019-04-01T00:00:00Z,2600,0.2012851281257258,13428,0.459563982340258
1737 N BOND ST,3,2018-09-25T11:45:00Z,2017-03-07T15:22:00Z,2018-09-26T00:00:00Z,2601,0.20136254548269722,13431,0.45966665525856465
1737 N PATTERSON PARK AVE,3,2017-02-01T19:01:00Z,2016-03-31T09:40:00Z,2017-02-09T00:00:00Z,2602,0.20143996283966864,13434,0.4597693281768712
1739  CLIFTVIEW AVE,3,2019-04-24T08:21:00Z,2016-12-21T22:00:00Z,2019-04-25T00:00:00Z,2603,0.2015173801966401,13437,0.4598720010951778
1739 N CHESTER ST,3,2017-01-17T14:10:00Z,2016-04-14T09:30:00Z,2017-01-27T00:00:00Z,2604,0.2015947975536115,13440,0.45997467401348435
1741  CARSWELL ST,3,2016-10-07T13:37:00Z,2016-01-06T14:41:00Z,2016-10-11T00:00:00Z,2605,0.20167221491058296,13443,0.460077346931791
1742 E LANVALE ST,3,2018-12-03T07:12:00Z,2018-03-13T13:59:00Z,2018-12-05T00:00:00Z,2606,0.20174963226755438,13446,0.46018001985009754
1746 N GAY ST,3,2019-01-25T14:12:00Z,2016-03-01T16:59:00Z,2019-01-31T00:00:00Z,2607,0.20182704962452583,13449,0.4602826927684041
1747 N CAREY ST,3,2019-06-20T10:36:00Z,2019-01-28T14:55:00Z,2019-06-19T00:00:00Z,2608,0.20190446698149725,13452,0.4603853656867107
1753  HOMESTEAD ST,3,2018-01-19T13:00:00Z,2017-01-18T15:31:00Z,2018-01-22T00:00:00Z,2609,0.2019818843384687,13455,0.4604880386050173
1800 E 28TH ST,3,2019-05-17T10:22:00Z,2016-01-07T15:28:00Z,2019-05-09T00:00:00Z,2610,0.20205930169544012,13458,0.46059071152332387
1800 N PAYSON ST,3,2018-08-09T13:25:00Z,2018-01-11T13:56:00Z,2018-08-10T00:00:00Z,2611,0.20213671905241154,13461,0.46069338444163044
1800 W LAFAYETTE AVE,3,2019-05-22T12:00:00Z,2016-02-19T14:01:00Z,2019-06-07T00:00:00Z,2612,0.202214136409383,13464,0.460796057359937
1801  DIVISION ST,3,2017-09-18T13:08:00Z,2016-02-03T14:00:00Z,2017-09-19T00:00:00Z,2613,0.2022915537663544,13467,0.46089873027824363
1802 N MONROE ST,3,2019-06-04T10:16:00Z,2018-01-18T10:24:00Z,2019-06-07T00:00:00Z,2614,0.20236897112332586,13470,0.4610014031965502
1803  EAGLE ST,3,2018-03-07T14:31:00Z,2017-10-16T16:03:00Z,2018-03-09T00:00:00Z,2615,0.20244638848029728,13473,0.46110407611485676
1803  HOLLINS ST,3,2017-12-28T14:46:00Z,2017-09-18T08:51:00Z,2018-01-20T00:00:00Z,2616,0.20252380583726873,13476,0.46120674903316333
1803 N WARWICK AVE,3,2019-05-07T10:56:00Z,2016-04-07T22:00:00Z,2019-06-17T00:00:00Z,2617,0.20260122319424015,13479,0.46130942195146996
1804  HARLEM AVE,3,2019-04-03T09:40:00Z,2016-03-17T15:52:00Z,2019-04-16T00:00:00Z,2618,0.20267864055121157,13482,0.4614120948697765
1804 N REGESTER ST,3,2018-10-17T15:21:00Z,2016-07-22T16:49:00Z,2018-10-19T00:00:00Z,2619,0.20275605790818302,13485,0.4615147677880831
1805  EAGLE ST,3,2019-01-09T15:04:00Z,2018-05-02T15:07:00Z,2019-02-05T00:00:00Z,2620,0.20283347526515444,13488,0.46161744070638966
1806  MCHENRY ST,3,2019-05-16T18:22:00Z,2019-04-24T13:34:00Z,2019-05-31T00:00:00Z,2621,0.2029108926221259,13491,0.4617201136246963
1806 N REGESTER ST,3,2017-06-16T15:57:00Z,2016-03-21T16:21:00Z,2017-06-20T00:00:00Z,2622,0.2029883099790973,13494,0.46182278654300285
1807  WALBROOK AVE,3,2019-03-25T11:00:00Z,2017-03-01T22:00:00Z,2019-03-28T00:00:00Z,2623,0.20306572733606876,13497,0.4619254594613094
1807 W NORTH AVE,3,2018-04-03T14:49:00Z,2016-02-08T15:51:00Z,2018-04-04T00:00:00Z,2624,0.20314314469304018,13500,0.462028132379616
1808 N FULTON AVE,3,2019-02-08T15:42:00Z,2017-04-04T12:22:00Z,2019-02-08T00:00:00Z,2625,0.2032205620500116,13503,0.4621308052979226
1808 N PAYSON ST,3,2019-03-26T08:45:00Z,2018-06-02T22:00:00Z,2019-03-28T00:00:00Z,2626,0.20329797940698305,13506,0.4622334782162292
1809  EAGLE ST,3,2018-01-31T16:24:00Z,2017-06-08T15:26:00Z,2018-02-01T00:00:00Z,2627,0.20337539676395447,13509,0.46233615113453574
1809  MCHENRY ST,3,2017-06-08T16:17:00Z,2017-03-10T14:20:00Z,2017-06-09T00:00:00Z,2628,0.20345281412092592,13512,0.4624388240528423
1809  WALBROOK AVE,3,2019-03-25T11:00:00Z,2018-04-06T13:51:00Z,2019-03-28T00:00:00Z,2629,0.20353023147789734,13515,0.46254149697114894
1809 N MILTON AVE,3,2019-02-01T10:59:00Z,2017-02-28T15:26:00Z,2019-02-04T00:00:00Z,2630,0.2036076488348688,13518,0.4626441698894555
1809 N PAYSON ST,3,2018-11-20T09:15:00Z,2016-03-21T10:37:00Z,2018-11-26T00:00:00Z,2631,0.2036850661918402,13521,0.46274684280776207
1810  AIKEN ST,3,2018-08-09T14:00:00Z,2018-04-11T14:40:00Z,2018-08-10T00:00:00Z,2632,0.20376248354881166,13524,0.46284951572606864
1810  RAYNER AVE,3,2016-12-29T16:09:00Z,2016-04-04T09:54:00Z,2017-01-09T00:00:00Z,2633,0.20383990090578308,13527,0.46295218864437526
1810  RIGGS AVE,3,2017-08-29T13:52:00Z,2016-07-18T14:38:00Z,2017-09-05T00:00:00Z,2634,0.2039173182627545,13530,0.46305486156268183
1810 N MILTON AVE,3,2019-01-28T12:11:00Z,2018-08-27T22:00:00Z,2019-01-31T00:00:00Z,2635,0.20399473561972595,13533,0.4631575344809884
1811  VINE ST,3,2019-06-11T16:05:00Z,2018-01-03T16:21:00Z,2019-06-26T00:00:00Z,2636,0.20407215297669737,13536,0.46326020739929497
1812  RIGGS AVE,3,2018-01-23T12:45:00Z,2016-03-01T10:40:00Z,2018-01-29T00:00:00Z,2637,0.20414957033366882,13539,0.46336288031760153
1812 N MONTFORD AVE,3,2018-06-20T14:32:00Z,2016-08-09T14:58:00Z,2018-06-21T00:00:00Z,2638,0.20422698769064024,13542,0.46346555323590816
1812 W LAFAYETTE AVE,3,2018-07-13T12:54:00Z,2017-12-26T22:00:00Z,2018-07-16T00:00:00Z,2639,0.2043044050476117,13545,0.4635682261542147
1813  HOPE ST,3,2019-05-07T11:15:00Z,2017-03-23T15:23:00Z,2019-05-10T00:00:00Z,2640,0.2043818224045831,13548,0.4636708990725213
1813  LEMMON ST,3,2018-06-04T16:12:00Z,2016-01-14T22:00:00Z,2018-06-07T00:00:00Z,2641,0.20445923976155453,13551,0.46377357199082786
1813 N CHESTER ST,3,2018-02-13T14:52:00Z,2017-08-23T15:40:00Z,2018-02-16T00:00:00Z,2642,0.20453665711852598,13554,0.4638762449091345
1813 N WASHINGTON ST,3,2019-04-18T11:08:00Z,2016-05-19T10:02:00Z,2019-04-22T00:00:00Z,2643,0.2046140744754974,13557,0.46397891782744105
1814  AIKEN ST,3,2018-10-30T14:15:00Z,2017-07-25T11:15:00Z,2018-11-01T00:00:00Z,2644,0.20469149183246885,13560,0.4640815907457476
1814  WILHELM ST,3,2018-05-21T15:31:00Z,2016-04-15T14:06:00Z,2018-05-22T00:00:00Z,2645,0.20476890918944027,13563,0.4641842636640542
1814 N SMALLWOOD ST,3,2018-01-09T14:07:00Z,2017-04-24T10:17:00Z,2018-01-10T00:00:00Z,2646,0.20484632654641172,13566,0.4642869365823608
1815  HOPE ST,3,2018-10-30T14:15:00Z,2018-03-26T14:55:00Z,2018-11-01T00:00:00Z,2647,0.20492374390338314,13569,0.4643896095006674
1815 E 30TH ST,3,2019-03-19T22:00:00Z,2016-01-06T22:00:00Z,2019-03-21T00:00:00Z,2648,0.20500116126035456,13572,0.46449228241897395
1815 W LEXINGTON ST,3,2018-04-30T17:04:00Z,2016-12-21T15:26:00Z,2018-05-14T00:00:00Z,2649,0.205078578617326,13575,0.4645949553372805
1816 N CHESTER ST,3,2017-08-17T15:40:00Z,2016-03-03T15:01:00Z,2017-08-18T00:00:00Z,2650,0.20515599597429743,13578,0.46469762825558714
1817  HOPE ST,3,2017-03-16T17:05:00Z,2016-02-10T16:18:00Z,2017-03-22T00:00:00Z,2651,0.20523341333126888,13581,0.4648003011738937
1817  RAMSAY ST,3,2017-05-26T14:02:00Z,2016-03-03T14:23:00Z,2017-05-26T00:00:00Z,2652,0.2053108306882403,13584,0.46490297409220027
1818  DRUID HILL AVE,3,2019-04-18T14:57:00Z,2018-07-20T16:22:00Z,2019-04-24T00:00:00Z,2653,0.20538824804521175,13587,0.46500564701050684
1818 W LOMBARD ST,3,2019-06-19T16:05:00Z,2018-09-28T16:21:00Z,2019-06-28T00:00:00Z,2654,0.20546566540218317,13590,0.46510831992881346
1819  EAGLE ST,3,2019-03-14T16:13:00Z,2016-11-23T16:33:00Z,2019-04-01T00:00:00Z,2655,0.20554308275915462,13593,0.46521099284712003
1819  RAMSAY ST,3,2019-01-04T14:55:00Z,2016-08-18T11:13:00Z,2019-01-30T00:00:00Z,2656,0.20562050011612604,13596,0.4653136657654266
1820 N SMALLWOOD ST,3,2018-01-09T14:17:00Z,2016-01-19T10:19:00Z,2018-01-10T00:00:00Z,2657,0.20569791747309746,13599,0.46541633868373317
1821 N BROADWAY NA,3,2016-11-22T15:55:00Z,2016-03-11T13:15:00Z,2016-11-30T00:00:00Z,2658,0.2057753348300689,13602,0.4655190116020398
1822  DOVER ST,3,2019-05-03T07:00:00Z,2019-02-11T08:21:00Z,2019-05-13T00:00:00Z,2659,0.20585275218704033,13605,0.46562168452034636
1822 N FULTON AVE,3,2018-06-29T12:59:00Z,2016-05-09T15:37:00Z,2018-07-02T00:00:00Z,2660,0.20593016954401178,13608,0.4657243574386529
1823 E LAFAYETTE AVE,3,2018-06-14T13:50:00Z,2016-04-26T15:21:00Z,2018-06-15T00:00:00Z,2661,0.2060075869009832,13611,0.4658270303569595
1823 N CHESTER ST,3,2019-05-09T15:22:00Z,2019-03-20T14:13:00Z,2019-05-15T00:00:00Z,2662,0.20608500425795465,13614,0.4659297032752661
1823 N COLLINGTON AVE,3,2017-05-31T14:58:00Z,2016-11-29T16:17:00Z,2017-06-01T00:00:00Z,2663,0.20616242161492607,13617,0.4660323761935727
1823 N FULTON AVE,3,2018-11-16T13:22:00Z,2017-02-02T12:21:00Z,2018-11-19T00:00:00Z,2664,0.2062398389718975,13620,0.46613504911187925
1823 N MONROE ST,3,2016-12-14T13:52:00Z,2016-03-16T09:31:00Z,2016-12-22T00:00:00Z,2665,0.20631725632886894,13623,0.4662377220301858
1824  DIVISION ST,3,2019-06-06T15:42:00Z,2018-03-02T14:57:00Z,2019-06-19T00:00:00Z,2666,0.20639467368584036,13626,0.46634039494849244
1824 N WOODYEAR ST,3,2019-05-10T09:55:00Z,2018-09-22T22:00:00Z,2019-05-10T00:00:00Z,2667,0.2064720910428118,13629,0.466443067866799
1825  RAYNER AVE,3,2019-03-19T16:07:00Z,2017-12-18T09:02:00Z,2019-04-03T00:00:00Z,2668,0.20654950839978323,13632,0.4665457407851056
1825  WILHELM ST,3,2018-04-24T13:56:00Z,2017-02-06T08:13:00Z,2018-05-14T00:00:00Z,2669,0.20662692575675468,13635,0.46664841370341215
1826 N FULTON AVE,3,2019-01-09T14:45:00Z,2017-02-13T13:23:00Z,2019-01-11T00:00:00Z,2670,0.2067043431137261,13638,0.46675108662171877
1826 N MOUNT ST,3,2017-03-29T13:23:00Z,2016-11-21T12:28:00Z,2017-03-30T00:00:00Z,2671,0.20678176047069752,13641,0.46685375954002534
1827  RAMSAY ST,3,2019-04-15T09:59:00Z,2017-05-26T14:04:00Z,2019-04-24T00:00:00Z,2672,0.20685917782766897,13644,0.4669564324583319
1828  DOVER ST,3,2019-03-12T14:30:00Z,2018-01-30T15:09:00Z,2019-03-13T00:00:00Z,2673,0.2069365951846404,13647,0.4670591053766385
1828  PENROSE AVE,3,2019-01-23T14:49:00Z,2016-05-16T09:40:00Z,2019-03-05T00:00:00Z,2674,0.20701401254161184,13650,0.4671617782949451
1828 W SARATOGA ST,3,2017-12-05T08:57:00Z,2017-05-17T10:01:00Z,2017-12-19T00:00:00Z,2675,0.20709142989858326,13653,0.46726445121325166
1830  DIVISION ST,3,2018-02-01T15:53:00Z,2016-03-29T15:46:00Z,2018-02-15T00:00:00Z,2676,0.2071688472555547,13656,0.46736712413155823
1831  VINE ST,3,2019-06-12T10:11:00Z,2018-03-24T22:00:00Z,2019-06-26T00:00:00Z,2677,0.20724626461252613,13659,0.4674697970498648
1831 W FAIRMOUNT AVE,3,2019-07-01T09:36:00Z,2016-12-22T15:44:00Z,2019-07-10T00:00:00Z,2678,0.20732368196949758,13662,0.4675724699681714
1831 W NORTH AVE,3,2017-10-05T15:09:00Z,2016-10-25T11:39:00Z,2017-10-06T00:00:00Z,2679,0.207401099326469,13665,0.467675142886478
1832 N WASHINGTON ST,3,2019-04-18T08:43:00Z,2016-02-05T15:29:00Z,2019-04-24T00:00:00Z,2680,0.20747851668344042,13668,0.46777781580478456
1834  DIVISION ST,3,2019-06-06T15:04:00Z,2017-07-13T15:53:00Z,2019-06-19T00:00:00Z,2681,0.20755593404041187,13671,0.4678804887230911
1834 N COLLINGTON AVE,3,2018-03-20T14:14:00Z,2016-06-02T16:32:00Z,2018-03-23T00:00:00Z,2682,0.2076333513973833,13674,0.4679831616413977
1835  RUTLAND AVE,3,2017-06-26T12:27:00Z,2017-01-27T13:02:00Z,2017-06-27T00:00:00Z,2683,0.20771076875435474,13677,0.4680858345597043
1835 W FAIRMOUNT AVE,3,2018-05-22T15:33:00Z,2016-11-07T16:15:00Z,2018-05-31T00:00:00Z,2684,0.20778818611132616,13680,0.4681885074780109
1836  LAURENS ST,3,2019-02-28T12:45:00Z,2016-03-22T15:42:00Z,2019-03-13T00:00:00Z,2685,0.2078656034682976,13683,0.46829118039631745
1836 W PRATT ST,3,2018-11-29T13:48:00Z,2016-11-23T14:46:00Z,2018-12-07T00:00:00Z,2686,0.20794302082526903,13686,0.468393853314624
1837 N CHESTER ST,3,2019-05-29T11:23:00Z,2019-03-22T15:22:00Z,2019-06-12T00:00:00Z,2687,0.20802043818224045,13689,0.46849652623293064
1837 N MONTFORD AVE,3,2019-06-06T15:45:00Z,2018-03-06T14:41:00Z,2019-06-20T00:00:00Z,2688,0.2080978555392119,13692,0.4685991991512372
1838  WESTWOOD AVE,3,2019-07-03T14:58:00Z,2018-03-05T22:00:00Z,2019-07-08T00:00:00Z,2689,0.20817527289618332,13695,0.4687018720695438
1839 N CHESTER ST,3,2018-06-06T16:11:00Z,2017-11-22T14:01:00Z,2018-06-07T00:00:00Z,2690,0.20825269025315477,13698,0.46880454498785035
1845 E 29TH ST,3,2018-01-23T13:14:00Z,2017-09-26T09:53:00Z,2018-01-24T00:00:00Z,2691,0.2083301076101262,13701,0.46890721790615697
